antiguedad,plan,metodo_pago,tipo_contrato,frecuencia_uso,cambios_plan,facturas_impagas,tickets_soporte,canal_adquisicion,friccion_del_servicio,engagement_score,valor_plan_num,ratio_valor_uso,riesgo_financiero,cliente_problematico,early_churn_risk,premium_mensual,churn
47,basico,tarjeta_debito,anual,15,0,2,0,call_center,0.0,0.6174999999999999,4.99,0.311875,9.98,0,0,0,0
58,estandar,tarjeta_credito,mensual,30,2,3,25,redes_sociales,0.8064516129032258,0.7250000000000001,9.99,0.32225806451612904,29.97,0,0,0,0
37,estandar,tarjeta_debito,mensual,0,3,1,6,referido,6.0,0.2125,9.99,9.99,9.99,1,0,0,0
18,estandar,tarjeta_credito,mensual,19,2,2,8,call_center,0.4,0.47833333333333333,9.99,0.4995,19.98,0,0,0,0
4,estandar,tarjeta_debito,mensual,27,1,0,9,referido,0.32142857142857145,0.6100000000000001,9.99,0.3567857142857143,0.0,0,0,0,1
51,estandar,tarjeta_debito,mensual,13,1,2,9,redes_sociales,0.6428571428571429,0.5408333333333333,9.99,0.7135714285714286,19.98,0,0,0,0
15,basico,efectivo,mensual,23,0,1,36,web,1.5,0.6441666666666667,4.99,0.20791666666666667,4.99,0,0,0,0
0,estandar,efectivo,anual,1,3,1,6,referido,3.0,0.13333333333333333,9.99,4.995,9.99,1,1,0,0
59,estandar,efectivo,mensual,14,2,2,5,redes_sociales,0.3333333333333333,0.5141666666666667,9.99,0.666,19.98,0,0,0,1
55,premium,tarjeta_debito,mensual,15,3,2,5,call_center,0.3125,0.4575,14.99,0.936875,29.98,0,0,1,0
26,premium,tarjeta_debito,anual,10,3,2,5,referido,0.45454545454545453,0.31833333333333336,14.99,1.3627272727272728,29.98,0,0,0,0
13,premium,tarjeta_credito,mensual,18,0,1,6,redes_sociales,0.3157894736842105,0.5725,14.99,0.7889473684210526,14.99,0,0,1,0
32,estandar,efectivo,anual,13,1,0,10,referido,0.7142857142857143,0.49333333333333335,9.99,0.7135714285714286,0.0,0,0,0,0
32,estandar,efectivo,mensual,12,0,2,4,referido,0.3076923076923077,0.54,9.99,0.7684615384615385,19.98,0,0,0,1
35,premium,tarjeta_debito,mensual,2,1,0,9,web,3.0,0.3541666666666667,14.99,4.996666666666667,0.0,1,0,1,0
12,estandar,transferencia_bancaria,mensual,24,2,0,2,redes_sociales,0.08,0.53,9.99,0.3996,0.0,0,0,0,0
27,estandar,tarjeta_debito,anual,12,1,0,0,redes_sociales,0.0,0.4675,9.99,0.7684615384615385,0.0,0,0,0,0
38,basico,transferencia_bancaria,mensual,21,3,1,8,call_center,0.36363636363636365,0.49499999999999994,4.99,0.22681818181818184,4.99,0,0,0,0
49,estandar,transferencia_bancaria,mensual,22,1,2,4,referido,0.17391304347826086,0.6558333333333333,9.99,0.43434782608695655,19.98,0,0,0,0
9,estandar,transferencia_bancaria,mensual,20,1,2,7,web,0.3333333333333333,0.5291666666666667,9.99,0.4757142857142857,19.98,0,0,0,1
47,premium,tarjeta_credito,mensual,3,0,2,2,web,0.5,0.4575,14.99,3.7475,29.98,0,0,1,0
43,estandar,tarjeta_credito,mensual,11,1,3,9,call_center,0.75,0.49416666666666664,9.99,0.8325,29.97,0,0,0,0
14,premium,tarjeta_credito,mensual,15,0,3,24,call_center,1.5,0.535,14.99,0.936875,44.97,0,0,1,0
0,basico,transferencia_bancaria,anual,8,3,0,7,redes_sociales,0.7777777777777778,0.22666666666666668,4.99,0.5544444444444445,0.0,1,0,0,0
23,premium,transferencia_bancaria,anual,12,2,2,0,call_center,0.0,0.3975,14.99,1.153076923076923,29.98,0,0,0,0
13,basico,tarjeta_credito,mensual,1,0,0,3,redes_sociales,1.5,0.3458333333333333,4.99,2.495,0.0,0,0,0,0
31,basico,tarjeta_credito,anual,3,2,2,6,referido,1.5,0.2975,4.99,1.2475,9.98,1,0,0,0
23,basico,transferencia_bancaria,mensual,7,3,2,3,redes_sociales,0.375,0.27083333333333337,4.99,0.62375,9.98,0,0,0,0
39,estandar,efectivo,mensual,28,0,3,8,redes_sociales,0.27586206896551724,0.7708333333333333,9.99,0.34448275862068967,29.97,0,0,0,0
51,basico,transferencia_bancaria,mensual,1,0,2,5,call_center,2.5,0.4408333333333333,4.99,2.495,9.98,0,0,0,1
3,basico,transferencia_bancaria,mensual,22,1,2,5,redes_sociales,0.21739130434782608,0.5408333333333333,4.99,0.21695652173913044,9.98,0,1,0,1
33,premium,tarjeta_credito,mensual,29,3,1,3,call_center,0.1,0.5891666666666667,14.99,0.49966666666666665,14.99,0,0,1,0
19,estandar,transferencia_bancaria,mensual,19,0,2,40,call_center,2.0,0.6008333333333333,9.99,0.4995,19.98,0,0,0,0
32,estandar,efectivo,mensual,15,0,2,6,web,0.375,0.5800000000000001,9.99,0.624375,19.98,0,0,0,1
60,premium,transferencia_bancaria,anual,2,0,1,9,call_center,3.0,0.4766666666666667,14.99,4.996666666666667,14.99,1,0,0,0
41,basico,efectivo,mensual,26,2,3,3,referido,0.1111111111111111,0.6291666666666667,4.99,0.18481481481481482,14.97,0,0,0,0
56,estandar,tarjeta_credito,mensual,6,3,2,4,call_center,0.5714285714285714,0.33999999999999997,9.99,1.4271428571428573,19.98,0,0,0,0
23,estandar,tarjeta_credito,mensual,8,1,2,3,redes_sociales,0.3333333333333333,0.4041666666666667,9.99,1.11,19.98,0,0,0,0
47,estandar,transferencia_bancaria,anual,3,3,2,4,web,1.0,0.27749999999999997,9.99,2.4975,19.98,0,0,0,1
57,estandar,tarjeta_debito,mensual,11,2,2,2,web,0.16666666666666666,0.4691666666666667,9.99,0.8325,19.98,0,0,0,0
26,premium,transferencia_bancaria,anual,19,1,2,6,redes_sociales,0.3,0.5583333333333333,14.99,0.7495,29.98,0,0,0,0
49,premium,tarjeta_debito,anual,16,3,3,4,redes_sociales,0.23529411764705882,0.4558333333333333,14.99,0.881764705882353,44.97,0,0,0,0
52,premium,tarjeta_debito,anual,2,0,0,8,referido,2.6666666666666665,0.45666666666666667,14.99,4.996666666666667,0.0,1,0,0,0
31,basico,tarjeta_credito,anual,20,2,0,5,call_center,0.23809523809523808,0.5241666666666667,4.99,0.23761904761904762,0.0,0,0,0,0
35,premium,transferencia_bancaria,mensual,28,2,1,3,web,0.10344827586206896,0.6408333333333334,14.99,0.516896551724138,14.99,0,0,1,0
36,basico,transferencia_bancaria,mensual,15,0,3,7,web,0.4375,0.5900000000000001,4.99,0.311875,14.97,0,0,0,1
23,premium,transferencia_bancaria,mensual,24,0,1,5,call_center,0.2,0.6775,14.99,0.5996,14.99,0,0,1,0
15,basico,tarjeta_debito,mensual,1,2,1,9,redes_sociales,4.5,0.23083333333333333,4.99,2.495,4.99,1,0,0,0
18,estandar,tarjeta_debito,mensual,7,0,1,7,redes_sociales,0.875,0.43833333333333335,9.99,1.24875,9.99,1,0,0,1
46,estandar,tarjeta_debito,mensual,3,1,0,5,web,1.25,0.395,9.99,2.4975,0.0,0,0,0,0
36,basico,tarjeta_credito,mensual,8,3,2,6,referido,0.6666666666666666,0.31666666666666665,4.99,0.5544444444444445,9.98,1,0,0,1
11,estandar,tarjeta_debito,mensual,27,0,1,5,call_center,0.17857142857142858,0.6875,9.99,0.3567857142857143,9.99,0,0,0,0
2,estandar,transferencia_bancaria,mensual,2,2,3,3,referido,1.0,0.21166666666666667,9.99,3.33,29.97,0,1,0,0
50,basico,tarjeta_debito,mensual,15,3,1,8,call_center,0.5,0.445,4.99,0.311875,4.99,0,0,0,0
13,estandar,tarjeta_credito,mensual,30,2,1,32,call_center,1.032258064516129,0.6125,9.99,0.32225806451612904,9.99,0,0,0,0
54,premium,tarjeta_debito,mensual,30,2,0,9,call_center,0.2903225806451613,0.7150000000000001,14.99,0.4835483870967742,0.0,0,0,1,0
25,premium,tarjeta_debito,mensual,29,2,2,10,referido,0.3333333333333333,0.6291666666666667,14.99,0.49966666666666665,29.98,0,0,1,0
45,estandar,efectivo,mensual,22,3,1,9,referido,0.391304347826087,0.5258333333333334,9.99,0.43434782608695655,9.99,0,0,0,0
40,basico,efectivo,mensual,8,3,2,9,redes_sociales,1.0,0.32666666666666666,4.99,0.5544444444444445,9.98,1,0,0,0
41,estandar,efectivo,mensual,15,0,3,5,redes_sociales,0.3125,0.6025,9.99,0.624375,29.97,0,0,0,0
20,estandar,tarjeta_credito,mensual,0,1,2,8,call_center,8.0,0.29,9.99,9.99,19.98,1,0,0,0
51,premium,transferencia_bancaria,mensual,17,3,1,5,redes_sociales,0.2777777777777778,0.4741666666666667,14.99,0.8327777777777778,14.99,0,0,1,0
20,estandar,tarjeta_debito,mensual,20,3,3,0,web,0.0,0.43666666666666665,9.99,0.4757142857142857,29.97,0,0,0,0
17,estandar,tarjeta_debito,anual,17,3,2,2,web,0.1111111111111111,0.38916666666666666,9.99,0.555,19.98,0,0,0,0
22,premium,efectivo,mensual,25,1,3,3,redes_sociales,0.11538461538461539,0.6283333333333334,14.99,0.5765384615384616,44.97,0,0,1,0
42,basico,tarjeta_credito,mensual,15,0,0,2,redes_sociales,0.125,0.605,4.99,0.311875,0.0,0,0,0,0
0,premium,efectivo,mensual,10,0,1,3,redes_sociales,0.2727272727272727,0.43333333333333335,14.99,1.3627272727272728,14.99,0,1,1,0
32,estandar,tarjeta_debito,anual,15,0,3,2,web,0.125,0.5800000000000001,9.99,0.624375,29.97,0,0,0,0
120,estandar,tarjeta_debito,mensual,21,1,2,4,web,0.18181818181818182,0.82,9.99,0.4540909090909091,19.98,0,0,0,0
41,basico,tarjeta_debito,mensual,28,2,2,8,call_center,0.27586206896551724,0.6558333333333333,4.99,0.17206896551724138,9.98,0,0,0,0
36,premium,tarjeta_credito,mensual,0,3,3,5,referido,5.0,0.21,14.99,14.99,44.97,0,0,1,0
22,estandar,efectivo,anual,15,1,0,1,redes_sociales,0.0625,0.495,9.99,0.624375,0.0,0,0,0,0
20,premium,transferencia_bancaria,mensual,0,0,2,9,referido,9.0,0.35,14.99,14.99,29.98,1,0,1,0
31,estandar,tarjeta_credito,mensual,8,1,0,5,referido,0.5555555555555556,0.4241666666666667,9.99,1.11,0.0,0,0,0,0
36,estandar,tarjeta_debito,mensual,16,2,2,7,referido,0.4117647058823529,0.48333333333333334,9.99,0.5876470588235294,19.98,0,0,0,1
7,basico,tarjeta_debito,mensual,29,3,2,4,call_center,0.13333333333333333,0.5241666666666667,4.99,0.16633333333333333,9.98,0,0,0,1
48,premium,efectivo,mensual,3,3,2,2,referido,0.5,0.28,14.99,3.7475,29.98,0,0,1,1
15,estandar,tarjeta_credito,anual,6,1,2,5,web,0.7142857142857143,0.35750000000000004,9.99,1.4271428571428573,19.98,0,0,0,0
8,estandar,tarjeta_debito,mensual,18,0,3,0,referido,0.0,0.56,9.99,0.5257894736842106,29.97,0,0,0,0
33,estandar,tarjeta_credito,anual,15,0,2,2,referido,0.125,0.5825,9.99,0.624375,19.98,0,0,0,0
29,basico,tarjeta_debito,mensual,13,1,2,5,redes_sociales,0.35714285714285715,0.48583333333333334,4.99,0.35642857142857143,9.98,0,0,0,0
18,estandar,tarjeta_debito,mensual,2,2,2,10,web,3.3333333333333335,0.25166666666666665,9.99,3.33,19.98,1,0,0,1
37,basico,tarjeta_debito,anual,30,0,0,7,redes_sociales,0.22580645161290322,0.7925,4.99,0.16096774193548388,0.0,0,0,0,0
35,estandar,tarjeta_debito,anual,25,3,0,3,web,0.11538461538461539,0.5408333333333334,9.99,0.38423076923076926,0.0,0,0,0,0
11,basico,tarjeta_debito,mensual,4,0,0,8,referido,1.6,0.38083333333333336,4.99,0.998,0.0,1,0,0,1
18,basico,transferencia_bancaria,mensual,23,2,2,5,referido,0.20833333333333334,0.5316666666666667,4.99,0.20791666666666667,9.98,0,0,0,0
27,estandar,transferencia_bancaria,mensual,9,1,3,7,call_center,0.7,0.4275,9.99,0.999,29.97,1,0,0,1
29,estandar,tarjeta_debito,mensual,9,2,3,7,web,0.7,0.3725,9.99,0.999,29.97,1,0,0,1
49,estandar,tarjeta_debito,mensual,2,3,3,5,call_center,1.6666666666666667,0.26916666666666667,9.99,3.33,29.97,0,0,0,0
33,estandar,tarjeta_debito,anual,14,0,2,8,web,0.5333333333333333,0.5691666666666666,9.99,0.666,19.98,0,0,0,0
56,basico,transferencia_bancaria,anual,6,3,3,7,referido,1.0,0.33999999999999997,4.99,0.7128571428571429,14.97,1,0,0,0
23,estandar,tarjeta_credito,mensual,22,3,2,0,call_center,0.0,0.4708333333333333,9.99,0.43434782608695655,19.98,0,0,0,1
41,estandar,tarjeta_credito,anual,2,2,1,6,redes_sociales,2.0,0.30916666666666665,9.99,3.33,9.99,1,0,0,0
5,basico,efectivo,anual,11,2,3,6,referido,0.5,0.33916666666666667,4.99,0.41583333333333333,14.97,0,1,0,1
38,estandar,transferencia_bancaria,mensual,4,0,1,5,redes_sociales,1.0,0.4483333333333333,9.99,1.998,9.99,0,0,0,0
58,basico,efectivo,mensual,6,2,3,7,web,1.0,0.405,4.99,0.7128571428571429,14.97,1,0,0,1
26,estandar,tarjeta_debito,mensual,4,2,2,1,call_center,0.2,0.29833333333333334,9.99,1.998,19.98,0,0,0,1
2,estandar,efectivo,mensual,15,1,2,2,referido,0.125,0.445,9.99,0.624375,19.98,0,1,0,0
9,estandar,tarjeta_credito,mensual,26,3,0,3,call_center,0.1111111111111111,0.4891666666666667,9.99,0.37,0.0,0,0,0,0
24,estandar,tarjeta_credito,anual,13,0,0,0,redes_sociales,0.0,0.5333333333333333,9.99,0.7135714285714286,0.0,0,0,0,0
21,basico,efectivo,mensual,0,1,2,3,referido,3.0,0.2925,4.99,4.99,9.98,0,0,0,0
11,basico,efectivo,mensual,12,1,1,4,redes_sociales,0.3076923076923077,0.4275,4.99,0.38384615384615384,4.99,0,0,0,0
7,premium,efectivo,anual,10,2,3,10,call_center,0.9090909090909091,0.3308333333333333,14.99,1.3627272727272728,44.97,0,0,0,1
37,estandar,transferencia_bancaria,mensual,9,0,2,5,redes_sociales,0.5,0.5125,9.99,0.999,19.98,0,0,0,0
120,estandar,tarjeta_debito,anual,23,1,1,2,call_center,0.08333333333333333,0.8466666666666667,9.99,0.41625,9.99,0,0,0,0
60,basico,efectivo,mensual,29,1,3,9,redes_sociales,0.3,0.7766666666666667,4.99,0.16633333333333333,14.97,0,0,0,1
53,estandar,tarjeta_debito,mensual,7,0,0,6,referido,0.75,0.5258333333333334,9.99,1.24875,0.0,1,0,0,0
43,estandar,tarjeta_credito,mensual,29,2,2,2,web,0.06666666666666667,0.6741666666666667,9.99,0.333,19.98,0,0,0,0
34,estandar,tarjeta_debito,anual,28,2,3,8,call_center,0.27586206896551724,0.6383333333333334,9.99,0.34448275862068967,29.97,0,0,0,0
48,basico,tarjeta_credito,anual,25,3,1,1,web,0.038461538461538464,0.5733333333333334,4.99,0.19192307692307692,4.99,0,0,0,0
34,basico,tarjeta_credito,mensual,25,2,0,10,call_center,0.38461538461538464,0.5983333333333334,4.99,0.19192307692307692,0.0,0,0,0,0
53,premium,tarjeta_credito,anual,29,3,0,49,referido,1.6333333333333333,0.6391666666666667,14.99,0.49966666666666665,0.0,0,0,0,0
49,estandar,transferencia_bancaria,mensual,21,1,3,5,call_center,0.22727272727272727,0.6425,9.99,0.4540909090909091,29.97,0,0,0,0
9,basico,tarjeta_debito,mensual,19,1,2,3,call_center,0.15,0.5158333333333334,4.99,0.2495,9.98,0,0,0,1
46,basico,tarjeta_credito,anual,22,3,1,3,web,0.13043478260869565,0.5283333333333333,4.99,0.21695652173913044,4.99,0,0,0,0
8,estandar,efectivo,mensual,19,1,3,8,referido,0.4,0.5133333333333334,9.99,0.4995,29.97,0,0,0,0
19,estandar,efectivo,mensual,14,3,0,10,call_center,0.6666666666666666,0.35416666666666663,9.99,0.666,0.0,0,0,0,1
14,estandar,tarjeta_credito,mensual,22,2,1,3,referido,0.13043478260869565,0.5083333333333333,9.99,0.43434782608695655,9.99,0,0,0,0
36,premium,efectivo,mensual,15,0,1,3,call_center,0.1875,0.5900000000000001,14.99,0.936875,14.99,0,0,1,0
57,premium,efectivo,mensual,4,3,0,2,call_center,0.4,0.3158333333333333,14.99,2.998,0.0,0,0,1,0
33,basico,efectivo,mensual,28,0,3,10,referido,0.3448275862068966,0.7558333333333334,4.99,0.17206896551724138,14.97,0,0,0,1
59,premium,transferencia_bancaria,mensual,12,0,2,8,redes_sociales,0.6153846153846154,0.6074999999999999,14.99,1.153076923076923,29.98,0,0,1,1
20,basico,tarjeta_credito,anual,20,1,0,4,call_center,0.19047619047619047,0.5566666666666666,4.99,0.23761904761904762,0.0,0,0,0,0
23,estandar,tarjeta_debito,mensual,25,2,0,4,redes_sociales,0.15384615384615385,0.5708333333333333,9.99,0.38423076923076926,0.0,0,0,0,0
48,estandar,efectivo,anual,3,2,3,9,call_center,2.25,0.33999999999999997,9.99,2.4975,29.97,1,0,0,1
57,premium,transferencia_bancaria,mensual,10,1,2,5,referido,0.45454545454545453,0.5158333333333334,14.99,1.3627272727272728,29.98,0,0,1,0
25,basico,transferencia_bancaria,mensual,3,1,2,1,redes_sociales,0.25,0.3425,4.99,1.2475,9.98,0,0,0,0
15,estandar,tarjeta_credito,mensual,2,2,0,2,referido,0.6666666666666666,0.24416666666666664,9.99,3.33,0.0,0,0,0,0
58,estandar,efectivo,mensual,18,1,1,9,web,0.47368421052631576,0.625,9.99,0.5257894736842106,9.99,0,0,0,0
29,basico,efectivo,mensual,20,0,3,7,web,0.3333333333333333,0.6391666666666667,4.99,0.23761904761904762,14.97,0,0,0,1
60,estandar,transferencia_bancaria,mensual,3,2,1,5,referido,1.25,0.37,9.99,2.4975,9.99,0,0,0,0
47,basico,tarjeta_debito,mensual,29,1,2,1,web,0.03333333333333333,0.7441666666666666,4.99,0.16633333333333333,9.98,0,0,0,0
23,estandar,tarjeta_debito,mensual,12,1,2,2,call_center,0.15384615384615385,0.4575,9.99,0.7684615384615385,19.98,0,0,0,0
49,estandar,tarjeta_credito,mensual,9,1,3,3,referido,0.3,0.4825,9.99,0.999,29.97,0,0,0,0
29,estandar,tarjeta_credito,anual,5,1,0,1,call_center,0.16666666666666666,0.37916666666666665,9.99,1.665,0.0,0,0,0,0
33,premium,tarjeta_credito,mensual,13,0,1,9,call_center,0.6428571428571429,0.5558333333333334,14.99,1.0707142857142857,14.99,0,0,1,0
43,estandar,tarjeta_debito,anual,20,3,3,0,web,0.0,0.49416666666666664,9.99,0.4757142857142857,29.97,0,0,0,0
20,estandar,efectivo,mensual,21,2,1,6,web,0.2727272727272727,0.51,9.99,0.4540909090909091,9.99,0,0,0,0
24,estandar,efectivo,anual,29,0,2,1,web,0.03333333333333333,0.7466666666666667,9.99,0.333,19.98,0,0,0,0
17,estandar,tarjeta_credito,mensual,17,0,2,3,redes_sociales,0.16666666666666666,0.5691666666666666,9.99,0.555,19.98,0,0,0,1
6,basico,efectivo,mensual,28,3,3,3,call_center,0.10344827586206896,0.5083333333333333,4.99,0.17206896551724138,14.97,0,0,0,0
57,basico,efectivo,mensual,29,2,2,5,referido,0.16666666666666666,0.7091666666666667,4.99,0.16633333333333333,9.98,0,0,0,0
32,estandar,tarjeta_credito,mensual,15,0,2,24,redes_sociales,1.5,0.5800000000000001,9.99,0.624375,19.98,0,0,0,0
48,estandar,efectivo,mensual,4,3,2,2,web,0.4,0.29333333333333333,9.99,1.998,19.98,0,0,0,1
31,basico,tarjeta_credito,mensual,25,3,2,5,web,0.19230769230769232,0.5308333333333334,4.99,0.19192307692307692,9.98,0,0,0,0
58,premium,tarjeta_debito,mensual,2,1,1,10,call_center,3.3333333333333335,0.4116666666666666,14.99,4.996666666666667,14.99,1,0,1,1
30,estandar,efectivo,anual,2,0,0,7,call_center,2.3333333333333335,0.40166666666666667,9.99,3.33,0.0,1,0,0,0
54,basico,tarjeta_debito,mensual,18,2,2,10,referido,0.5263157894736842,0.5549999999999999,4.99,0.26263157894736844,9.98,0,0,0,0
51,basico,tarjeta_credito,anual,25,3,2,2,call_center,0.07692307692307693,0.5808333333333333,4.99,0.19192307692307692,9.98,0,0,0,0
46,basico,transferencia_bancaria,anual,15,0,2,2,call_center,0.125,0.615,4.99,0.311875,9.98,0,0,0,0
33,premium,tarjeta_debito,anual,19,0,2,6,redes_sociales,0.3,0.6358333333333334,14.99,0.7495,29.98,0,0,0,0
16,premium,tarjeta_credito,mensual,21,3,2,0,redes_sociales,0.0,0.43999999999999995,14.99,0.6813636363636364,29.98,0,0,1,0
50,premium,tarjeta_credito,anual,12,2,3,8,call_center,0.6153846153846154,0.465,14.99,1.153076923076923,44.97,0,0,0,0
19,basico,tarjeta_debito,mensual,11,0,3,6,web,0.5,0.49416666666666664,4.99,0.41583333333333333,14.97,0,0,0,1
51,estandar,tarjeta_debito,anual,17,3,1,7,web,0.3888888888888889,0.4741666666666667,9.99,0.555,9.99,0,0,0,0
30,basico,efectivo,mensual,16,3,2,1,call_center,0.058823529411764705,0.4083333333333333,4.99,0.29352941176470587,9.98,0,0,0,1
41,basico,tarjeta_debito,anual,15,0,1,5,redes_sociales,0.3125,0.6025,4.99,0.311875,4.99,0,0,0,0
24,premium,efectivo,mensual,25,1,3,1,web,0.038461538461538464,0.6333333333333333,14.99,0.5765384615384616,44.97,0,0,1,0
32,estandar,tarjeta_credito,mensual,1,2,0,10,call_center,5.0,0.2733333333333333,9.99,4.995,0.0,1,0,0,1
3,estandar,transferencia_bancaria,mensual,1,0,3,5,referido,2.5,0.3208333333333333,9.99,4.995,29.97,0,1,0,1
49,estandar,efectivo,anual,5,0,0,2,referido,0.3333333333333333,0.48916666666666664,9.99,1.665,0.0,0,0,0,0
5,estandar,tarjeta_debito,mensual,7,0,2,1,referido,0.125,0.4058333333333333,9.99,1.24875,19.98,0,1,0,0
4,premium,efectivo,mensual,22,3,0,5,web,0.21739130434782608,0.42333333333333334,14.99,0.6517391304347826,0.0,0,0,1,0
28,premium,tarjeta_credito,mensual,23,3,2,9,web,0.375,0.4966666666666667,14.99,0.6245833333333334,29.98,0,0,1,0
5,premium,tarjeta_credito,mensual,21,0,3,2,redes_sociales,0.09090909090909091,0.5925,14.99,0.6813636363636364,44.97,0,1,1,0
10,estandar,tarjeta_debito,anual,1,1,3,10,web,5.0,0.2783333333333333,9.99,4.995,29.97,1,0,0,1
36,premium,tarjeta_debito,anual,15,3,2,6,web,0.375,0.41000000000000003,14.99,0.936875,29.98,0,0,0,0
39,basico,tarjeta_credito,mensual,25,2,0,9,redes_sociales,0.34615384615384615,0.6108333333333333,4.99,0.19192307692307692,0.0,0,0,0,0
55,estandar,efectivo,mensual,28,0,3,3,web,0.10344827586206896,0.8108333333333333,9.99,0.34448275862068967,29.97,0,0,0,1
40,basico,tarjeta_debito,mensual,17,0,3,5,redes_sociales,0.2777777777777778,0.6266666666666667,4.99,0.27722222222222226,14.97,0,0,0,0
47,estandar,transferencia_bancaria,mensual,1,0,2,5,call_center,2.5,0.4308333333333333,9.99,4.995,19.98,0,0,0,0
55,premium,tarjeta_credito,mensual,17,0,2,10,redes_sociales,0.5555555555555556,0.6641666666666666,14.99,0.8327777777777778,29.98,0,0,1,0
25,estandar,efectivo,mensual,8,0,0,10,call_center,1.1111111111111112,0.4691666666666667,9.99,1.11,0.0,1,0,0,0
51,estandar,tarjeta_debito,mensual,20,2,0,5,web,0.23809523809523808,0.5741666666666667,9.99,0.4757142857142857,0.0,0,0,0,0
120,estandar,transferencia_bancaria,anual,14,1,3,9,redes_sociales,0.6,0.7266666666666667,9.99,0.666,29.97,0,0,0,0
48,estandar,tarjeta_debito,mensual,15,0,0,0,referido,0.0,0.62,9.99,0.624375,0.0,0,0,0,0
5,estandar,transferencia_bancaria,mensual,10,1,1,4,redes_sociales,0.36363636363636365,0.38583333333333336,9.99,0.9081818181818182,9.99,0,1,0,1
56,estandar,tarjeta_debito,mensual,20,1,1,4,referido,0.19047619047619047,0.6466666666666666,9.99,0.4757142857142857,9.99,0,0,0,0
41,estandar,tarjeta_debito,anual,9,1,0,6,call_center,0.6,0.46249999999999997,9.99,0.999,0.0,1,0,0,0
19,estandar,transferencia_bancaria,mensual,29,0,0,10,call_center,0.3333333333333333,0.7341666666666666,9.99,0.333,0.0,0,0,0,0
59,basico,tarjeta_credito,mensual,2,2,2,7,call_center,2.3333333333333335,0.35416666666666663,4.99,1.6633333333333333,9.98,1,0,0,0
42,estandar,efectivo,mensual,14,0,2,9,redes_sociales,0.6,0.5916666666666667,9.99,0.666,19.98,0,0,0,1
24,basico,tarjeta_debito,mensual,23,3,3,5,call_center,0.20833333333333334,0.4866666666666667,4.99,0.20791666666666667,14.97,0,0,0,1
22,premium,tarjeta_debito,anual,23,2,3,1,redes_sociales,0.041666666666666664,0.5416666666666667,14.99,0.6245833333333334,44.97,0,0,0,0
17,estandar,tarjeta_debito,mensual,5,3,3,3,redes_sociales,0.5,0.22916666666666666,9.99,1.665,29.97,0,0,0,0
58,estandar,efectivo,mensual,14,0,0,0,redes_sociales,0.0,0.6316666666666666,9.99,0.666,0.0,0,0,0,0
9,premium,tarjeta_debito,mensual,15,3,1,1,redes_sociales,0.0625,0.3425,14.99,0.936875,14.99,0,0,1,0
9,estandar,tarjeta_credito,mensual,11,2,1,8,web,0.6666666666666666,0.3491666666666666,9.99,0.8325,9.99,0,0,0,0
59,estandar,tarjeta_debito,mensual,0,3,0,5,call_center,5.0,0.26749999999999996,9.99,9.99,0.0,0,0,0,0
20,estandar,tarjeta_debito,mensual,6,1,2,1,referido,0.14285714285714285,0.37,9.99,1.4271428571428573,19.98,0,0,0,0
45,basico,tarjeta_credito,mensual,29,1,1,6,web,0.2,0.7391666666666667,4.99,0.16633333333333333,4.99,0,0,0,0
3,estandar,tarjeta_debito,mensual,14,1,3,0,redes_sociales,0.0,0.4341666666666667,9.99,0.666,29.97,0,1,0,0
32,premium,tarjeta_debito,anual,28,0,3,0,referido,0.0,0.7533333333333334,14.99,0.516896551724138,44.97,0,0,0,0
7,estandar,efectivo,anual,15,2,1,0,call_center,0.0,0.39749999999999996,9.99,0.624375,9.99,0,0,0,0
29,premium,efectivo,mensual,3,2,2,5,referido,1.25,0.2925,14.99,3.7475,29.98,0,0,1,1
28,premium,transferencia_bancaria,mensual,19,1,2,3,call_center,0.15,0.5633333333333334,14.99,0.7495,29.98,0,0,1,1
14,premium,tarjeta_credito,mensual,28,1,2,8,call_center,0.27586206896551724,0.6483333333333333,14.99,0.516896551724138,29.98,0,0,1,0
34,premium,tarjeta_credito,mensual,24,1,3,1,referido,0.04,0.645,14.99,0.5996,44.97,0,0,1,0
36,estandar,transferencia_bancaria,mensual,14,3,0,1,web,0.06666666666666667,0.39666666666666667,9.99,0.666,0.0,0,0,0,0
59,estandar,tarjeta_debito,anual,5,1,1,7,call_center,1.1666666666666667,0.45416666666666666,9.99,1.665,9.99,1,0,0,0
10,estandar,tarjeta_credito,mensual,1,0,2,0,web,0.0,0.3383333333333333,9.99,4.995,19.98,0,0,0,1
32,basico,efectivo,anual,1,0,0,4,call_center,2.0,0.3933333333333333,4.99,2.495,0.0,0,0,0,0
38,premium,transferencia_bancaria,mensual,27,2,3,10,call_center,0.35714285714285715,0.635,14.99,0.5353571428571429,44.97,0,0,1,0
29,premium,efectivo,anual,15,2,0,8,call_center,0.5,0.4525,14.99,0.936875,0.0,0,0,0,0
22,estandar,efectivo,mensual,25,1,0,8,call_center,0.3076923076923077,0.6283333333333334,9.99,0.38423076923076926,0.0,0,0,0,0
5,estandar,efectivo,anual,15,0,2,6,redes_sociales,0.375,0.5125,9.99,0.624375,19.98,0,1,0,1
54,estandar,efectivo,anual,19,3,1,2,web,0.1,0.5083333333333333,9.99,0.4995,9.99,0,0,0,1
35,basico,transferencia_bancaria,mensual,15,2,0,5,redes_sociales,0.3125,0.4675,4.99,0.311875,0.0,0,0,0,0
