antiguedad,plan,metodo_pago,facturas_impagas,frecuencia_uso,tickets_soporte,tipo_contrato,cambios_plan,canal_adquisicion,churn
29,basico,tarjeta_debito,1,10,8,mensual,2,call_center,0
47,premium,transferencia_bancaria,0,27,2,anual,0,web,0
34,estandar,tarjeta_debito,3,28,5,anual,1,referido,0
120,estandar,tarjeta_debito,2,15,5,mensual,2,web,1
10,basico,tarjeta_debito,1,25,5,mensual,1,web,0
28,estandar,tarjeta_credito,3,20,5,mensual,1,referido,0
16,basico,tarjeta_credito,0,29,2,mensual,3,redes_sociales,0
32,estandar,transferencia_bancaria,3,26,10,anual,3,call_center,0
39,premium,tarjeta_debito,2,16,0,mensual,0,redes_sociales,0
46,estandar,tarjeta_debito,3,2,5,mensual,3,referido,0
2,premium,efectivo,3,15,5,anual,3,call_center,0
19,premium,tarjeta_debito,0,28,6,mensual,2,call_center,0
41,basico,efectivo,3,8,3,anual,0,referido,0
42,premium,transferencia_bancaria,2,5,9,mensual,3,call_center,0
4,basico,tarjeta_debito,0,13,5,mensual,2,redes_sociales,0
6,estandar,tarjeta_debito,2,4,0,mensual,2,web,0
7,estandar,tarjeta_debito,1,17,7,mensual,2,call_center,1
1,basico,efectivo,3,30,1,anual,2,call_center,1
19,basico,tarjeta_debito,2,8,2,anual,2,referido,0
55,premium,efectivo,3,19,4,mensual,1,web,0
10,basico,tarjeta_debito,1,4,4,anual,0,call_center,1
41,estandar,transferencia_bancaria,2,30,3,mensual,0,call_center,0
120,basico,tarjeta_credito,0,1,9,mensual,1,call_center,0
57,estandar,efectivo,0,15,5,mensual,2,web,0
33,basico,efectivo,0,21,10,mensual,1,referido,0
44,estandar,tarjeta_debito,2,2,3,mensual,3,web,1
26,estandar,efectivo,2,18,6,mensual,1,call_center,0
15,estandar,transferencia_bancaria,3,8,9,mensual,3,call_center,1
32,premium,tarjeta_debito,1,21,10,mensual,0,web,0
8,estandar,efectivo,1,29,6,mensual,0,call_center,1
6,basico,transferencia_bancaria,0,15,8,mensual,0,web,0
26,basico,transferencia_bancaria,3,19,6,anual,3,web,0
6,premium,tarjeta_debito,0,5,4,mensual,1,redes_sociales,0
3,estandar,efectivo,1,1,1,mensual,0,call_center,1
31,premium,transferencia_bancaria,0,2,9,mensual,3,web,0
35,basico,tarjeta_debito,2,25,8,mensual,3,redes_sociales,0
11,basico,efectivo,2,1,4,mensual,1,web,1
46,premium,tarjeta_debito,0,10,9,anual,0,call_center,0
39,estandar,tarjeta_credito,0,19,9,anual,3,referido,0
8,basico,tarjeta_credito,2,1,8,mensual,1,referido,0
18,basico,tarjeta_credito,2,4,10,anual,1,redes_sociales,0
18,estandar,transferencia_bancaria,1,23,6,anual,0,call_center,0
54,basico,tarjeta_credito,1,15,5,mensual,2,redes_sociales,1
12,premium,tarjeta_debito,2,15,8,mensual,3,web,1
30,estandar,tarjeta_debito,1,24,5,mensual,0,web,1
47,estandar,tarjeta_credito,2,9,2,anual,0,web,0
32,estandar,transferencia_bancaria,2,18,28,mensual,2,call_center,1
5,estandar,tarjeta_debito,3,7,3,anual,2,call_center,1
2,estandar,transferencia_bancaria,1,22,0,mensual,0,web,0
21,estandar,tarjeta_debito,0,30,5,mensual,1,web,0
17,estandar,tarjeta_credito,1,13,5,mensual,1,web,0
20,basico,tarjeta_credito,1,12,5,anual,1,web,0
17,estandar,tarjeta_debito,3,11,8,mensual,2,referido,1
19,estandar,transferencia_bancaria,0,6,0,anual,2,referido,0
44,basico,transferencia_bancaria,2,1,5,mensual,1,web,0
32,basico,efectivo,2,11,2,anual,2,redes_sociales,1
32,basico,tarjeta_debito,2,20,5,anual,2,web,1
28,estandar,tarjeta_debito,1,18,9,mensual,2,web,1
52,estandar,transferencia_bancaria,3,4,21,mensual,3,redes_sociales,1
4,estandar,tarjeta_debito,1,5,2,mensual,2,call_center,1
60,premium,tarjeta_credito,2,4,5,mensual,0,redes_sociales,0
32,basico,tarjeta_credito,3,8,6,mensual,3,web,1
46,estandar,tarjeta_debito,2,26,2,mensual,1,call_center,0
19,estandar,tarjeta_debito,2,15,5,mensual,3,web,0
25,premium,transferencia_bancaria,1,13,8,anual,2,referido,0
48,premium,efectivo,1,5,10,mensual,2,redes_sociales,1
37,premium,tarjeta_credito,2,29,4,mensual,2,web,0
50,estandar,tarjeta_debito,3,12,4,mensual,2,redes_sociales,0
59,estandar,efectivo,2,24,9,anual,1,redes_sociales,0
54,premium,transferencia_bancaria,1,11,3,mensual,3,redes_sociales,0
20,basico,tarjeta_debito,2,12,9,mensual,3,call_center,1
20,basico,tarjeta_credito,1,30,3,mensual,2,call_center,1
30,premium,tarjeta_debito,3,27,2,mensual,3,referido,0
23,basico,tarjeta_credito,3,27,10,anual,3,redes_sociales,1
18,premium,tarjeta_credito,2,13,5,anual,3,redes_sociales,0
22,basico,tarjeta_debito,2,6,5,mensual,3,call_center,0
54,basico,efectivo,2,9,1,mensual,3,redes_sociales,1
10,premium,transferencia_bancaria,1,22,2,mensual,3,referido,0
20,estandar,efectivo,2,3,8,mensual,2,call_center,1
5,premium,transferencia_bancaria,2,21,9,mensual,0,referido,1
24,estandar,tarjeta_credito,1,15,1,mensual,0,web,0
26,estandar,transferencia_bancaria,3,8,8,mensual,1,call_center,1
7,basico,tarjeta_credito,1,25,10,anual,0,web,0
37,estandar,transferencia_bancaria,3,3,1,anual,1,call_center,1
57,estandar,transferencia_bancaria,3,24,22,anual,1,redes_sociales,0
46,premium,transferencia_bancaria,0,15,5,mensual,0,call_center,0
56,premium,tarjeta_credito,3,30,0,mensual,3,redes_sociales,0
2,basico,tarjeta_debito,1,14,6,mensual,2,web,0
22,premium,tarjeta_debito,1,5,7,anual,1,redes_sociales,1
8,basico,transferencia_bancaria,3,16,3,anual,2,web,1
44,basico,efectivo,0,3,6,mensual,1,web,1
14,estandar,transferencia_bancaria,0,17,3,mensual,0,call_center,0
46,estandar,tarjeta_debito,1,3,10,mensual,2,referido,0
26,basico,tarjeta_debito,1,15,3,mensual,3,web,0
36,estandar,efectivo,2,15,2,mensual,2,call_center,1
51,basico,tarjeta_debito,1,12,6,mensual,2,call_center,0
54,estandar,efectivo,1,4,9,anual,2,call_center,1
30,estandar,tarjeta_credito,2,15,5,mensual,3,call_center,0
50,premium,tarjeta_credito,0,25,0,mensual,3,redes_sociales,0
31,estandar,transferencia_bancaria,3,12,9,anual,3,redes_sociales,0
38,estandar,tarjeta_debito,1,7,0,mensual,3,call_center,0
4,estandar,tarjeta_debito,3,9,6,mensual,0,call_center,1
43,estandar,efectivo,0,17,5,anual,1,redes_sociales,0
54,estandar,efectivo,2,27,9,anual,0,redes_sociales,0
4,estandar,efectivo,0,10,1,anual,1,redes_sociales,0
1,basico,tarjeta_debito,2,6,10,mensual,3,redes_sociales,1
40,premium,efectivo,1,5,6,mensual,0,call_center,0
51,basico,tarjeta_credito,0,26,1,mensual,3,call_center,0
2,estandar,efectivo,1,21,9,mensual,1,web,0
48,estandar,tarjeta_credito,0,23,2,mensual,0,redes_sociales,1
43,basico,transferencia_bancaria,0,28,9,mensual,0,referido,0
39,estandar,tarjeta_credito,1,16,3,anual,3,redes_sociales,0
33,estandar,tarjeta_debito,1,15,2,mensual,2,redes_sociales,0
27,basico,tarjeta_credito,1,15,9,anual,1,call_center,0
60,estandar,tarjeta_credito,2,28,10,mensual,3,call_center,0
46,premium,tarjeta_debito,1,30,2,anual,1,web,0
9,estandar,transferencia_bancaria,3,1,9,mensual,1,referido,0
0,estandar,tarjeta_credito,0,17,1,mensual,0,call_center,0
51,estandar,efectivo,0,22,6,mensual,0,referido,0
39,basico,transferencia_bancaria,3,15,2,mensual,0,web,0
53,estandar,transferencia_bancaria,0,16,4,mensual,1,call_center,0
3,basico,tarjeta_debito,0,3,9,mensual,1,redes_sociales,0
56,estandar,efectivo,3,23,6,anual,3,call_center,1
47,estandar,tarjeta_debito,2,15,0,mensual,2,web,0
42,basico,tarjeta_credito,3,27,6,mensual,0,web,0
17,estandar,tarjeta_credito,2,5,2,mensual,0,web,0
17,premium,transferencia_bancaria,3,7,0,mensual,2,redes_sociales,1
19,basico,efectivo,2,28,6,mensual,3,web,0
59,estandar,transferencia_bancaria,3,12,7,mensual,2,call_center,1
25,premium,efectivo,1,26,5,anual,1,web,0
14,estandar,efectivo,2,22,6,mensual,0,web,0
17,estandar,tarjeta_debito,0,17,1,mensual,1,web,0
45,estandar,tarjeta_debito,1,9,10,anual,1,referido,0
52,basico,tarjeta_debito,0,15,0,mensual,3,referido,1
51,estandar,tarjeta_debito,1,26,3,mensual,3,call_center,0
15,estandar,tarjeta_credito,3,23,6,mensual,0,call_center,0
41,basico,tarjeta_debito,2,30,0,mensual,3,web,0
18,estandar,tarjeta_debito,0,15,5,mensual,1,call_center,0
23,premium,transferencia_bancaria,0,20,6,anual,1,call_center,0
43,estandar,transferencia_bancaria,3,9,5,mensual,0,referido,0
49,estandar,transferencia_bancaria,2,15,10,mensual,1,call_center,0
23,estandar,tarjeta_debito,1,0,1,mensual,3,referido,0
22,basico,efectivo,0,3,2,mensual,2,web,0
52,basico,transferencia_bancaria,3,16,4,mensual,2,web,1
11,estandar,tarjeta_credito,2,14,10,anual,0,referido,0
12,premium,transferencia_bancaria,2,3,1,mensual,2,call_center,1
23,basico,tarjeta_debito,3,15,1,mensual,3,web,1
30,premium,tarjeta_credito,2,19,1,mensual,2,redes_sociales,0
12,basico,transferencia_bancaria,1,25,7,mensual,1,call_center,1
40,estandar,efectivo,1,12,9,mensual,1,redes_sociales,1
32,estandar,tarjeta_debito,2,19,2,anual,0,redes_sociales,0
3,basico,tarjeta_credito,3,12,7,mensual,1,call_center,1
37,estandar,tarjeta_debito,0,6,5,mensual,3,referido,0
120,premium,tarjeta_debito,2,5,5,anual,0,call_center,0
2,estandar,tarjeta_credito,3,17,0,anual,1,redes_sociales,0
10,basico,transferencia_bancaria,1,24,3,mensual,0,redes_sociales,1
9,estandar,transferencia_bancaria,0,27,25,mensual,1,referido,0
16,estandar,tarjeta_credito,3,7,5,mensual,1,redes_sociales,1
8,basico,tarjeta_debito,2,15,9,anual,2,redes_sociales,0
57,basico,efectivo,2,28,2,anual,3,web,0
46,estandar,transferencia_bancaria,0,20,4,anual,3,referido,0
13,estandar,transferencia_bancaria,1,15,2,anual,3,redes_sociales,1
20,basico,efectivo,3,17,6,anual,2,web,1
4,estandar,tarjeta_credito,3,2,2,mensual,1,web,0
51,basico,efectivo,3,12,7,mensual,2,call_center,1
0,basico,tarjeta_credito,2,16,2,mensual,2,referido,0
2,estandar,efectivo,3,6,3,mensual,0,call_center,0
43,basico,tarjeta_credito,1,18,9,anual,2,web,0
3,basico,efectivo,1,15,9,mensual,1,redes_sociales,1
18,estandar,efectivo,2,4,4,mensual,0,redes_sociales,1
60,basico,efectivo,1,28,4,mensual,1,call_center,0
28,estandar,efectivo,2,13,0,anual,3,web,0
24,estandar,tarjeta_debito,0,26,1,anual,2,redes_sociales,0
25,estandar,tarjeta_credito,1,18,10,mensual,2,call_center,0
40,basico,transferencia_bancaria,2,11,4,mensual,3,web,1
18,premium,tarjeta_debito,2,15,5,mensual,1,referido,0
16,basico,efectivo,3,26,5,anual,1,call_center,0
55,estandar,transferencia_bancaria,2,15,4,anual,0,call_center,1
3,basico,transferencia_bancaria,1,8,8,mensual,2,call_center,1
18,estandar,tarjeta_credito,2,15,8,mensual,1,referido,0
3,basico,transferencia_bancaria,3,4,0,mensual,1,web,0
47,estandar,tarjeta_credito,3,21,7,mensual,3,referido,0
13,estandar,transferencia_bancaria,0,3,5,mensual,2,referido,0
25,basico,tarjeta_credito,0,21,0,mensual,0,web,0
55,estandar,transferencia_bancaria,2,5,0,mensual,0,redes_sociales,0
4,basico,transferencia_bancaria,0,18,0,mensual,1,redes_sociales,0
44,basico,efectivo,3,25,5,mensual,1,referido,0
58,estandar,tarjeta_debito,3,30,2,anual,1,call_center,0
60,basico,tarjeta_credito,3,15,1,mensual,1,redes_sociales,0
51,estandar,transferencia_bancaria,0,6,4,mensual,0,web,0
10,basico,transferencia_bancaria,2,4,3,mensual,2,redes_sociales,1
56,premium,tarjeta_credito,0,17,7,anual,0,call_center,0
20,estandar,tarjeta_credito,1,22,5,anual,2,referido,0
31,basico,efectivo,2,22,10,mensual,0,web,1
16,premium,transferencia_bancaria,1,8,5,anual,1,web,0
13,basico,transferencia_bancaria,3,7,5,anual,2,redes_sociales,0
3,estandar,efectivo,1,13,3,mensual,3,referido,1
51,estandar,efectivo,1,25,5,anual,3,redes_sociales,0
51,estandar,efectivo,0,26,7,mensual,3,web,0
32,premium,tarjeta_debito,2,12,0,mensual,3,redes_sociales,0
47,estandar,transferencia_bancaria,2,15,7,anual,2,referido,0
41,estandar,tarjeta_debito,0,27,1,mensual,2,web,0
25,premium,tarjeta_credito,0,1,2,mensual,3,call_center,0
43,basico,tarjeta_debito,1,1,2,anual,2,call_center,0
32,basico,tarjeta_credito,3,0,5,mensual,0,call_center,1
49,basico,tarjeta_debito,0,29,2,mensual,3,call_center,0
13,estandar,tarjeta_debito,1,30,3,mensual,1,referido,0
34,premium,transferencia_bancaria,2,1,4,mensual,0,redes_sociales,0
39,basico,efectivo,0,15,0,mensual,1,call_center,0
44,estandar,tarjeta_debito,3,15,0,mensual,3,call_center,0
44,premium,transferencia_bancaria,1,23,7,mensual,0,web,0
52,basico,tarjeta_credito,1,8,8,anual,3,call_center,0
1,estandar,tarjeta_credito,0,27,7,mensual,3,call_center,0
12,estandar,efectivo,1,23,4,mensual,3,redes_sociales,0
40,basico,tarjeta_debito,2,19,7,mensual,0,call_center,1
41,estandar,tarjeta_debito,1,25,9,mensual,1,referido,0
38,basico,transferencia_bancaria,0,16,10,mensual,1,web,0
21,estandar,tarjeta_debito,2,15,9,mensual,2,redes_sociales,0
4,premium,tarjeta_debito,2,0,2,mensual,2,referido,0
54,estandar,efectivo,3,3,10,anual,2,web,0
15,basico,tarjeta_debito,0,23,6,mensual,1,call_center,1
54,estandar,transferencia_bancaria,3,5,6,mensual,2,web,0
13,estandar,transferencia_bancaria,3,22,1,mensual,2,redes_sociales,0
43,estandar,tarjeta_debito,2,20,0,mensual,1,redes_sociales,1
47,basico,tarjeta_debito,0,17,3,mensual,1,call_center,1
55,estandar,tarjeta_debito,2,12,10,mensual,0,referido,0
18,estandar,efectivo,3,11,7,mensual,2,redes_sociales,0
16,premium,efectivo,2,17,9,mensual,2,web,0
59,premium,efectivo,3,1,5,mensual,2,call_center,1
17,basico,tarjeta_credito,1,27,45,anual,2,web,0
20,premium,efectivo,2,27,2,anual,0,web,0
35,premium,transferencia_bancaria,2,24,6,anual,1,referido,0
49,basico,efectivo,1,16,5,mensual,3,redes_sociales,0
30,premium,tarjeta_debito,3,7,1,mensual,3,call_center,0
120,estandar,efectivo,2,12,8,mensual,3,call_center,1
120,estandar,tarjeta_debito,1,15,1,mensual,2,call_center,0
52,estandar,tarjeta_credito,1,3,2,mensual,1,web,0
120,estandar,tarjeta_credito,1,20,1,anual,3,call_center,0
31,estandar,tarjeta_credito,2,30,0,anual,3,redes_sociales,0
120,estandar,tarjeta_debito,3,10,32,mensual,0,referido,0
6,estandar,efectivo,0,11,9,mensual,0,referido,0
48,premium,tarjeta_credito,3,24,8,anual,2,redes_sociales,0
48,estandar,tarjeta_credito,2,8,5,mensual,1,redes_sociales,0
52,estandar,transferencia_bancaria,0,3,6,mensual,3,referido,0
4,premium,efectivo,3,14,5,mensual,0,call_center,0
15,basico,tarjeta_credito,1,30,6,mensual,2,redes_sociales,0
53,estandar,transferencia_bancaria,0,26,3,mensual,2,web,0
42,basico,tarjeta_debito,0,0,2,mensual,1,web,0
46,premium,tarjeta_debito,3,15,1,mensual,1,web,1
0,estandar,tarjeta_debito,0,23,2,anual,3,redes_sociales,0
7,basico,efectivo,2,8,6,anual,1,redes_sociales,1
51,basico,transferencia_bancaria,0,3,9,anual,2,call_center,0
27,estandar,tarjeta_credito,2,22,5,mensual,1,redes_sociales,0
9,estandar,efectivo,3,4,4,anual,0,referido,1
48,estandar,tarjeta_debito,1,15,9,mensual,1,redes_sociales,0
24,premium,tarjeta_debito,1,20,1,anual,3,web,0
36,estandar,tarjeta_credito,0,1,3,mensual,3,web,1
13,estandar,tarjeta_debito,0,1,4,mensual,1,referido,0
12,basico,tarjeta_debito,2,7,0,mensual,2,referido,0
20,premium,tarjeta_debito,2,10,0,anual,2,redes_sociales,0
34,basico,efectivo,0,24,1,anual,0,call_center,0
10,basico,tarjeta_debito,2,15,4,mensual,2,web,1
41,basico,transferencia_bancaria,1,8,7,anual,1,call_center,0
38,estandar,tarjeta_credito,3,16,5,mensual,1,call_center,0
7,estandar,tarjeta_debito,2,18,7,mensual,0,web,0
24,premium,tarjeta_credito,1,1,1,mensual,1,referido,0
40,basico,tarjeta_credito,2,1,0,mensual,2,redes_sociales,1
48,basico,transferencia_bancaria,1,26,3,mensual,3,referido,0
51,basico,tarjeta_debito,3,25,8,mensual,2,redes_sociales,1
51,basico,tarjeta_credito,3,16,0,anual,1,redes_sociales,0
26,estandar,efectivo,0,24,3,mensual,2,referido,0
58,estandar,tarjeta_debito,0,15,2,mensual,3,web,0
6,basico,tarjeta_debito,2,7,4,mensual,3,call_center,0
28,estandar,transferencia_bancaria,1,25,8,mensual,0,call_center,1
0,estandar,efectivo,2,5,1,mensual,0,web,1
1,estandar,tarjeta_credito,3,28,4,mensual,2,referido,0
120,estandar,transferencia_bancaria,0,9,0,mensual,3,call_center,0
21,premium,efectivo,3,19,5,mensual,0,web,1
11,basico,tarjeta_debito,3,0,8,mensual,0,redes_sociales,1
15,premium,transferencia_bancaria,1,4,8,mensual,0,redes_sociales,1
41,premium,transferencia_bancaria,2,22,10,mensual,1,redes_sociales,0
60,basico,tarjeta_debito,3,5,8,mensual,0,web,0
0,estandar,tarjeta_debito,0,0,7,mensual,0,call_center,0
48,estandar,efectivo,2,15,6,mensual,2,web,1
32,basico,efectivo,1,22,6,mensual,0,call_center,0
41,estandar,tarjeta_debito,1,11,8,anual,2,call_center,0
21,estandar,efectivo,0,25,8,mensual,0,referido,0
20,estandar,transferencia_bancaria,1,9,9,anual,1,referido,0
52,basico,tarjeta_credito,1,1,2,anual,3,redes_sociales,0
40,estandar,tarjeta_debito,3,18,10,mensual,3,redes_sociales,0
5,estandar,tarjeta_credito,0,27,5,anual,1,call_center,0
18,premium,tarjeta_debito,2,7,1,mensual,0,redes_sociales,0
44,basico,tarjeta_debito,1,23,5,mensual,3,redes_sociales,0
47,basico,tarjeta_credito,2,0,5,anual,3,web,1
7,basico,tarjeta_credito,0,16,5,mensual,2,referido,0
23,estandar,tarjeta_debito,3,8,5,mensual,1,redes_sociales,0
34,estandar,transferencia_bancaria,1,20,8,mensual,1,call_center,1
51,premium,efectivo,0,15,6,mensual,2,redes_sociales,0
48,basico,efectivo,1,15,5,mensual,0,call_center,1
21,estandar,tarjeta_credito,2,4,37,mensual,1,call_center,0
19,premium,tarjeta_credito,1,16,3,mensual,1,redes_sociales,1
41,estandar,efectivo,0,20,1,anual,0,web,0
50,estandar,transferencia_bancaria,2,25,2,mensual,3,call_center,1
44,basico,tarjeta_credito,3,11,7,mensual,1,call_center,0
40,premium,transferencia_bancaria,2,7,8,anual,1,redes_sociales,0
30,estandar,transferencia_bancaria,3,15,4,anual,0,web,0
19,basico,efectivo,1,29,1,mensual,1,referido,0
29,premium,efectivo,2,21,5,mensual,2,web,0
14,estandar,transferencia_bancaria,2,20,7,mensual,3,web,1
30,estandar,tarjeta_debito,2,26,0,mensual,1,call_center,0
2,premium,transferencia_bancaria,1,24,7,anual,3,redes_sociales,0
37,estandar,tarjeta_credito,1,7,0,anual,0,web,0
9,premium,efectivo,2,16,6,mensual,2,referido,1
32,basico,tarjeta_debito,1,1,10,anual,2,redes_sociales,0
6,basico,efectivo,2,15,4,mensual,0,call_center,1
3,estandar,tarjeta_debito,2,12,1,mensual,1,redes_sociales,0
32,basico,tarjeta_debito,3,5,9,mensual,0,call_center,0
10,basico,transferencia_bancaria,3,15,10,mensual,1,call_center,1
57,premium,tarjeta_debito,0,26,0,anual,2,web,0
50,estandar,efectivo,0,23,4,mensual,0,referido,0
17,estandar,efectivo,1,15,0,anual,2,call_center,1
2,basico,tarjeta_credito,1,10,4,anual,1,redes_sociales,0
59,estandar,transferencia_bancaria,1,4,6,anual,0,call_center,1
30,premium,transferencia_bancaria,0,10,3,mensual,0,redes_sociales,0
21,estandar,tarjeta_credito,2,17,4,mensual,2,referido,0
44,estandar,tarjeta_debito,3,19,5,mensual,1,redes_sociales,0
55,estandar,tarjeta_debito,0,12,3,anual,2,redes_sociales,0
18,estandar,efectivo,2,26,8,anual,3,web,0
120,estandar,tarjeta_debito,2,19,0,mensual,2,referido,0
15,premium,efectivo,2,18,9,mensual,2,web,1
7,premium,tarjeta_credito,3,18,0,anual,3,web,0
6,premium,efectivo,0,15,7,anual,0,referido,0
3,estandar,tarjeta_credito,2,2,29,mensual,2,call_center,1
33,estandar,transferencia_bancaria,1,8,2,mensual,3,call_center,1
9,estandar,tarjeta_debito,0,2,2,mensual,3,web,0
54,premium,tarjeta_debito,1,7,6,mensual,1,referido,0
46,estandar,tarjeta_debito,0,25,1,mensual,1,redes_sociales,0
32,estandar,transferencia_bancaria,0,19,7,anual,1,call_center,0
12,estandar,efectivo,2,15,2,mensual,3,referido,0
5,basico,transferencia_bancaria,3,29,5,mensual,3,call_center,0
54,basico,transferencia_bancaria,0,19,0,mensual,1,redes_sociales,0
24,basico,transferencia_bancaria,0,13,7,anual,2,redes_sociales,0
15,premium,transferencia_bancaria,2,4,5,mensual,3,call_center,1
7,premium,tarjeta_debito,1,27,3,anual,0,call_center,0
21,estandar,tarjeta_debito,2,15,5,mensual,1,call_center,0
29,basico,tarjeta_debito,0,18,2,mensual,0,call_center,0
25,estandar,transferencia_bancaria,1,21,4,mensual,3,call_center,1
23,estandar,transferencia_bancaria,1,13,7,anual,3,call_center,0
52,basico,tarjeta_credito,2,9,1,mensual,0,redes_sociales,0
43,basico,tarjeta_debito,3,23,2,mensual,3,redes_sociales,0
47,estandar,tarjeta_credito,2,24,0,mensual,1,call_center,0
60,basico,tarjeta_debito,2,20,9,mensual,0,web,0
1,estandar,tarjeta_debito,0,15,9,mensual,1,call_center,0
13,basico,efectivo,0,7,8,mensual,3,call_center,0
37,premium,transferencia_bancaria,0,30,8,mensual,2,call_center,0
16,basico,efectivo,2,22,7,mensual,3,call_center,0
39,premium,tarjeta_debito,3,19,8,mensual,3,redes_sociales,0
36,estandar,tarjeta_debito,3,30,3,anual,2,web,0
10,premium,efectivo,1,22,6,mensual,3,web,0
18,premium,tarjeta_debito,1,4,4,mensual,2,web,1
48,basico,efectivo,2,26,0,mensual,3,call_center,0
14,estandar,tarjeta_credito,1,28,1,mensual,0,web,0
55,estandar,tarjeta_debito,3,26,10,mensual,2,call_center,0
4,premium,tarjeta_debito,1,2,3,mensual,3,web,0
45,estandar,tarjeta_debito,2,16,10,mensual,2,call_center,0
54,estandar,tarjeta_credito,3,23,3,anual,1,call_center,0
23,estandar,transferencia_bancaria,2,12,7,mensual,2,redes_sociales,0
41,estandar,tarjeta_debito,1,28,0,anual,1,call_center,0
46,basico,tarjeta_debito,1,0,3,mensual,0,call_center,0
12,estandar,tarjeta_debito,2,7,0,mensual,2,referido,0
15,estandar,tarjeta_debito,1,5,0,mensual,0,referido,0
27,estandar,tarjeta_credito,1,25,0,mensual,1,redes_sociales,0
12,premium,transferencia_bancaria,3,20,12,mensual,1,redes_sociales,0
58,estandar,tarjeta_credito,0,6,3,mensual,1,redes_sociales,0
38,basico,efectivo,2,25,5,mensual,1,redes_sociales,0
55,premium,transferencia_bancaria,3,15,1,anual,0,call_center,0
60,premium,efectivo,2,6,6,mensual,3,call_center,0
52,estandar,efectivo,0,15,5,anual,2,web,0
11,premium,tarjeta_debito,2,15,5,anual,3,redes_sociales,1
10,basico,tarjeta_debito,0,4,7,mensual,0,web,0
45,premium,transferencia_bancaria,1,8,8,mensual,1,referido,0
30,basico,tarjeta_debito,0,4,2,mensual,2,web,0
40,estandar,transferencia_bancaria,2,17,0,mensual,2,web,1
39,estandar,efectivo,2,15,9,mensual,2,redes_sociales,0
11,premium,efectivo,0,26,1,mensual,2,web,0
17,basico,efectivo,2,13,6,mensual,3,call_center,1
37,estandar,transferencia_bancaria,1,6,4,mensual,0,web,0
52,premium,tarjeta_credito,3,29,8,anual,1,referido,0
41,estandar,tarjeta_credito,3,23,9,mensual,0,call_center,0
46,premium,transferencia_bancaria,3,10,1,mensual,1,web,1
15,basico,efectivo,2,9,3,mensual,0,web,0
50,premium,tarjeta_credito,3,10,2,mensual,2,referido,0
50,basico,tarjeta_debito,2,11,3,anual,3,referido,0
58,basico,transferencia_bancaria,0,15,8,anual,1,call_center,0
32,estandar,efectivo,3,15,9,mensual,0,redes_sociales,0
44,basico,tarjeta_debito,3,13,9,mensual,1,referido,0
31,estandar,tarjeta_credito,2,15,7,anual,3,web,0
43,estandar,efectivo,2,27,5,anual,3,call_center,0
23,estandar,tarjeta_credito,2,21,4,mensual,2,call_center,0
7,estandar,tarjeta_debito,2,4,10,anual,3,call_center,0
51,estandar,tarjeta_credito,3,9,5,mensual,3,referido,1
15,basico,tarjeta_credito,1,4,5,mensual,3,redes_sociales,0
42,estandar,efectivo,0,24,5,mensual,2,redes_sociales,0
12,estandar,tarjeta_credito,2,19,5,anual,0,call_center,0
24,estandar,tarjeta_debito,1,2,5,mensual,1,web,0
26,estandar,transferencia_bancaria,2,26,6,mensual,0,referido,1
15,estandar,tarjeta_debito,0,17,10,mensual,3,call_center,0
6,estandar,transferencia_bancaria,0,12,5,anual,1,call_center,0
6,estandar,tarjeta_debito,3,30,4,mensual,2,web,0
29,premium,transferencia_bancaria,2,12,42,mensual,3,call_center,1
45,estandar,transferencia_bancaria,2,15,7,anual,2,call_center,0
5,estandar,transferencia_bancaria,1,5,46,mensual,3,redes_sociales,0
120,estandar,tarjeta_debito,1,20,3,mensual,2,web,1
28,estandar,efectivo,1,1,9,anual,1,call_center,0
54,estandar,efectivo,1,2,3,anual,0,call_center,0
58,estandar,transferencia_bancaria,2,21,3,anual,0,referido,0
22,estandar,tarjeta_debito,3,15,10,anual,2,call_center,0
37,estandar,tarjeta_credito,3,17,0,mensual,0,referido,1
5,estandar,tarjeta_credito,3,23,8,anual,2,redes_sociales,0
120,estandar,tarjeta_debito,1,4,8,anual,1,referido,0
24,basico,tarjeta_debito,0,28,10,anual,2,call_center,0
4,basico,tarjeta_credito,0,15,4,anual,3,redes_sociales,0
46,estandar,efectivo,2,15,4,mensual,3,call_center,0
29,premium,tarjeta_debito,3,3,8,mensual,2,call_center,1
41,basico,tarjeta_debito,2,20,10,mensual,0,referido,0
55,basico,tarjeta_debito,0,3,5,mensual,2,referido,0
39,estandar,tarjeta_debito,1,15,5,mensual,3,redes_sociales,0
16,basico,transferencia_bancaria,2,24,6,mensual,0,call_center,1
13,estandar,tarjeta_debito,2,18,5,mensual,2,redes_sociales,1
46,basico,tarjeta_credito,2,25,8,mensual,3,redes_sociales,0
14,estandar,tarjeta_debito,1,18,10,anual,1,web,0
55,estandar,transferencia_bancaria,3,18,5,mensual,1,call_center,0
44,estandar,transferencia_bancaria,2,7,1,anual,2,referido,0
28,estandar,tarjeta_debito,0,18,7,anual,0,redes_sociales,0
42,estandar,tarjeta_credito,0,17,3,mensual,3,referido,0
3,estandar,tarjeta_debito,3,23,4,anual,2,redes_sociales,0
23,estandar,tarjeta_debito,2,26,2,anual,3,redes_sociales,0
48,estandar,efectivo,2,2,4,anual,1,call_center,0
35,basico,tarjeta_credito,0,15,0,mensual,1,call_center,0
56,basico,efectivo,0,9,0,mensual,0,call_center,0
