antiguedad,plan,metodo_pago,facturas_impagas,frecuencia_uso,tickets_soporte,tipo_contrato,cambios_plan,canal_adquisicion,churn
5,premium,transferencia_bancaria,2.0,21.0,9.0,mensual,0,referido,1
24,estandar,tarjeta_credito,1.0,15.0,1.0,mensual,0,web,0
26,estandar,transferencia_bancaria,3.0,8.0,8.0,mensual,1,call_center,1
7,basico,tarjeta_credito,1.0,25.0,10.0,anual,0,web,0
43,basico,tarjeta_debito,,8.0,7.0,mensual,-1,referido,1
13,estandar,transferencia_bancaria,0.0,1.0,70.0,mensual,2,call_center,1
37,estandar,transferencia_bancaria,3.0,3.0,1.0,anual,1,call_center,1
57,estandar,transferencia_bancaria,3.0,24.0,22.0,anual,1,redes_sociales,0
46,premium,transferencia_bancaria,0.0,15.0,,mensual,0,,0
56,premium,tarjeta_credito,3.0,30.0,0.0,mensual,3,redes_sociales,0
2,basico,,1.0,14.0,6.0,mensual,2,web,0
27,estandar,tarjeta_credito,0.0,-1.0,5.0,mensual,3,web,0
22,premium,,1.0,5.0,7.0,anual,1,redes_sociales,1
8,basico,transferencia_bancaria,3.0,16.0,3.0,anual,2,web,1
44,basico,efectivo,0.0,3.0,6.0,mensual,1,web,1
14,estandar,transferencia_bancaria,0.0,17.0,3.0,mensual,0,,0
46,estandar,tarjeta_debito,1.0,3.0,10.0,mensual,2,referido,0
26,basico,,1.0,,3.0,mensual,3,web,0
36,estandar,efectivo,2.0,,2.0,mensual,2,,1
51,basico,tarjeta_debito,1.0,12.0,6.0,mensual,2,,0
54,estandar,efectivo,1.0,4.0,9.0,anual,2,,1
30,estandar,tarjeta_credito,,,5.0,mensual,3,call_center,0
50,premium,tarjeta_credito,0.0,25.0,0.0,mensual,3,redes_sociales,0
31,estandar,transferencia_bancaria,3.0,12.0,9.0,anual,3,redes_sociales,0
38,estandar,tarjeta_debito,1.0,7.0,0.0,mensual,3,,0
4,estandar,tarjeta_debito,3.0,9.0,6.0,mensual,0,,1
16,estandar,tarjeta_debito,2.0,27.0,51.0,anual,0,referido,0
43,estandar,efectivo,0.0,17.0,,anual,1,redes_sociales,0
54,estandar,efectivo,,27.0,9.0,anual,0,redes_sociales,0
4,estandar,efectivo,0.0,10.0,1.0,anual,1,redes_sociales,0
1,basico,tarjeta_debito,2.0,6.0,10.0,mensual,3,redes_sociales,1
40,premium,efectivo,1.0,5.0,6.0,mensual,0,call_center,0
51,basico,tarjeta_credito,0.0,26.0,1.0,mensual,3,call_center,0
2,estandar,efectivo,1.0,21.0,9.0,mensual,1,web,0
20,BASICO,transferencia_bancaria,0.0,-1.0,,mensual,2,,1
48,estandar,tarjeta_credito,0.0,23.0,2.0,mensual,0,redes_sociales,1
-1,estandar,tarjeta_credito,1.0,5.0,3.0,anual,0,call_center,0
43,basico,transferencia_bancaria,0.0,28.0,9.0,mensual,0,referido,0
39,estandar,Tarjeta Credito,1.0,16.0,3.0,anual,3,redes_sociales,0
33,estandar,tarjeta_debito,1.0,,2.0,mensual,2,redes_sociales,0
27,basico,tarjeta_credito,1.0,,9.0,anual,1,call_center,0
60,estandar,tarjeta_credito,2.0,28.0,10.0,mensual,3,call_center,0
46,premium,tarjeta_debito,1.0,30.0,2.0,anual,1,web,0
9,estandar,transferencia_bancaria,3.0,1.0,9.0,mensual,1,referido,0
54,estandar,transferencia_bancaria,15.0,4.0,,mensual,0,redes_sociales,1
10,estandar,tarjeta_credito,0.0,100.0,0.0,mensual,2,,0
0,estandar,tarjeta_credito,0.0,17.0,1.0,mensual,0,,0
51,estandar,efectivo,0.0,22.0,6.0,mensual,0,referido,0
39,basico,transferencia_bancaria,3.0,15.0,2.0,mensual,0,web,0
53,estandar,transferencia_bancaria,0.0,16.0,4.0,mensual,1,,0
3,basico,tarjeta_debito,0.0,3.0,9.0,mensual,1,redes_sociales,0
56,estandar,efectivo,3.0,23.0,6.0,anual,3,call_center,1
47,estandar,tarjeta_debito,,,0.0,mensual,2,web,0
42,basico,tarjeta_credito,3.0,27.0,6.0,mensual,0,web,0
11,basico,efectivo,,50.0,6.0,anual,-1,redes_sociales,0
17,estandar,tarjeta_credito,2.0,5.0,2.0,mensual,0,web,0
17,premium,transferencia_bancaria,3.0,7.0,0.0,mensual,2,redes_sociales,1
19,basico,efectivo,2.0,28.0,6.0,mensual,3,web,0
33,estandar,efectivo,2.0,50.0,1.0,anual,15,call_center,0
59,estandar,transferencia_bancaria,3.0,12.0,7.0,mensual,2,call_center,1
25,premium,efectivo,1.0,26.0,5.0,anual,1,web,0
14,estandar,efectivo,2.0,22.0,6.0,mensual,0,web,0
17,estandar,tarjeta_debito,0.0,17.0,1.0,mensual,1,web,0
45,estandar,,1.0,9.0,10.0,anual,1,referido,0
52,basico,,0.0,15.0,0.0,mensual,3,referido,1
51,estandar,tarjeta_debito,1.0,26.0,3.0,mensual,3,call_center,0
15,estandar,tarjeta_credito,3.0,23.0,6.0,mensual,0,call_center,0
41,basico,tarjeta_debito,2.0,30.0,0.0,mensual,3,web,0
59,estandar,efectivo,3.0,-5.0,9.0,mensual,0,referido,0
-1,estandar,,1.0,18.0,9.0,mensual,0,referido,1
18,estandar,tarjeta_debito,0.0,,,mensual,1,,0
23,premium,transferencia_bancaria,0.0,20.0,6.0,anual,1,,0
43,estandar,paypal,3.0,9.0,5.0,mensual,0,referido,0
49,estandar,transferencia_bancaria,2.0,,10.0,mensual,1,call_center,0
23,estandar,,1.0,0.0,1.0,mensual,3,referido,0
22,basico,efectivo,0.0,3.0,2.0,mensual,2,web,0
52,basico,transferencia_bancaria,3.0,16.0,4.0,mensual,2,web,1
20,basico,tarjeta_debito,0.0,9.0,72.0,mensual,3,call_center,1
11,estandar,tarjeta_credito,2.0,14.0,10.0,anual,0,referido,0
12,premium,transferencia_bancaria,2.0,3.0,1.0,mensual,2,,1
23,basico,tarjeta_debito,3.0,,1.0,mensual,3,web,1
30,premium,tarjeta_credito,2.0,19.0,1.0,mensual,2,redes_sociales,0
2,premium,tarjeta_credito,2.0,50.0,5.0,mensual,3,referido,1
12,basico,transferencia_bancaria,1.0,25.0,7.0,mensual,1,call_center,1
59,estandar,efectivo,20.0,100.0,2.0,mensual,2,referido,1
40,estandar,efectivo,1.0,12.0,9.0,mensual,1,redes_sociales,1
32,estandar,tarjeta_debito,2.0,19.0,2.0,anual,0,redes_sociales,0
3,basico,tarjeta_credito,3.0,12.0,7.0,mensual,1,,1
37,estandar,tarjeta_debito,0.0,6.0,,mensual,3,referido,0
120,premium,tarjeta_debito,2.0,5.0,,anual,0,call_center,0
2,estandar,tarjeta_credito,3.0,17.0,0.0,anual,1,redes_sociales,0
14,estandar,efectivo,1.0,23.0,79.0,mensual,0,referido,0
10,basico,transferencia_bancaria,1.0,24.0,3.0,mensual,0,redes_sociales,1
9,estandar,transferencia_bancaria,0.0,27.0,25.0,mensual,1,referido,0
16,estandar,tarjeta_credito,3.0,7.0,5.0,mensual,1,redes_sociales,1
8,basico,tarjeta_debito,,,9.0,anual,2,redes_sociales,0
57,basico,efectivo,2.0,28.0,2.0,anual,3,web,0
46,estandar,transferencia_bancaria,0.0,20.0,4.0,anual,3,referido,0
13,estandar,transferencia_bancaria,1.0,,2.0,anual,3,redes_sociales,1
20,basico,efectivo,3.0,17.0,6.0,anual,2,web,1
4,estandar,tarjeta_credito,3.0,2.0,2.0,mensual,1,web,0
51,basico,efectivo,3.0,12.0,7.0,mensual,2,call_center,1
0,basico,tarjeta_credito,2.0,16.0,2.0,mensual,2,referido,0
2,estandar,efectivo,3.0,6.0,3.0,mensual,0,call_center,0
43,basico,tarjeta_credito,1.0,18.0,9.0,anual,2,web,0
3,basico,efectivo,1.0,,9.0,mensual,1,redes_sociales,1
18,estandar,efectivo,2.0,4.0,4.0,mensual,0,redes_sociales,1
60,basico,efectivo,1.0,28.0,4.0,mensual,1,call_center,0
28,estandar,efectivo,2.0,13.0,0.0,anual,3,web,0
2,estandar,efectivo,3.0,3.0,94.0,anual,1,redes_sociales,1
24,estandar,tarjeta_debito,0.0,26.0,1.0,anual,2,redes_sociales,0
25,estandar,tarjeta_credito,1.0,18.0,10.0,mensual,2,call_center,0
40,basico,transferencia_bancaria,2.0,11.0,4.0,mensual,3,web,1
18,premium,,2.0,,,mensual,1,referido,0
28,premium,tarjeta_credito,0.0,-5.0,97.0,mensual,3,redes_sociales,0
16,basico,efectivo,3.0,26.0,,anual,1,call_center,0
55,estandar,transferencia_bancaria,2.0,15.0,4.0,anual,0,call_center,1
28,basico,efectivo,15.0,14.0,10.0,anual,1,call_center,0
3,basico,transferencia_bancaria,1.0,8.0,8.0,mensual,2,call_center,1
53,basico,transferencia_bancaria,-1.0,27.0,1.0,mensual,1,,0
18,estandar,tarjeta_credito,2.0,,8.0,mensual,1,referido,0
3,basico,transferencia_bancaria,3.0,4.0,0.0,mensual,1,web,0
47,estandar,tarjeta_credito,3.0,21.0,7.0,mensual,3,referido,0
13,estandar,transferencia_bancaria,0.0,3.0,,mensual,2,referido,0
25,basico,tarjeta_credito,0.0,21.0,0.0,mensual,0,web,0
55,estandar,transferencia_bancaria,2.0,5.0,0.0,mensual,0,redes_sociales,0
4,basico,transferencia_bancaria,0.0,18.0,0.0,mensual,1,redes_sociales,0
44,basico,EFECTIVO,3.0,25.0,5.0,mensual,1,referido,0
58,estandar,tarjeta_debito,3.0,30.0,2.0,anual,1,,0
60,basico,tarjeta_credito,3.0,,1.0,mensual,1,redes_sociales,0
51,estandar,transferencia_bancaria,0.0,6.0,4.0,mensual,0,web,0
10,basico,transferencia_bancaria,2.0,4.0,3.0,mensual,2,redes_sociales,1
56,premium,tarjeta_credito,0.0,17.0,7.0,anual,0,,0
-1,basico,tarjeta_debito,2.0,,5.0,anual,3,web,0
20,estandar,tarjeta_credito,1.0,22.0,,anual,2,referido,0
31,basico,efectivo,2.0,22.0,10.0,mensual,0,web,1
16,premium,transferencia_bancaria,1.0,8.0,,anual,1,web,0
13,basico,transferencia_bancaria,3.0,7.0,,anual,2,redes_sociales,0
3,estandar,efectivo,1.0,13.0,3.0,mensual,3,referido,1
51,estandar,efectivo,1.0,25.0,5.0,anual,3,redes_sociales,0
51,estandar,efectivo,0.0,26.0,7.0,mensual,3,web,0
32,Premium,,,12.0,0.0,mensual,3,redes_sociales,0
47,estandar,transferencia_bancaria,2.0,,7.0,anual,2,referido,0
12,premium,tarjeta_credito,0.0,18.0,95.0,mensual,3,call_center,0
41,estandar,tarjeta_debito,0.0,27.0,1.0,mensual,2,web,0
25,premium,tarjeta_credito,0.0,1.0,2.0,mensual,3,call_center,0
43,basico,tarjeta_debito,1.0,1.0,2.0,anual,2,call_center,0
23,estandar,tarjeta_debito,-1.0,29.0,3.0,mensual,1,redes_sociales,0
42,estandar,transferencia_bancaria,,0.0,,mensual,10,referido,1
13,basico,transferencia_bancaria,,-1.0,10.0,anual,0,referido,1
17,estandar,tarjeta_credito,,3.0,82.0,mensual,1,web,1
32,basico,tarjeta_credito,3.0,0.0,,mensual,0,call_center,1
49,basico,tarjeta_debito,0.0,29.0,2.0,mensual,3,call_center,0
13,estandar,,1.0,30.0,3.0,mensual,1,referido,0
34,premium,transferencia_bancaria,2.0,1.0,4.0,mensual,0,redes_sociales,0
39,basico,efectivo,0.0,15.0,0.0,mensual,1,call_center,0
34,basico,transferencia_bancaria,2.0,22.0,86.0,anual,0,redes_sociales,0
44,estandar,,3.0,,0.0,mensual,3,,0
44,premium,transferencia_bancaria,1.0,23.0,7.0,mensual,0,web,0
20,estandar,transferencia_bancaria,15.0,27.0,5.0,mensual,2,call_center,1
52,basico,tarjeta_credito,1.0,8.0,8.0,anual,3,call_center,0
1,estandar,tarjeta_credito,0.0,27.0,7.0,mensual,3,call_center,0
12,estandar,efectivo,1.0,23.0,4.0,mensual,3,redes_sociales,0
40,basico,tarjeta_debito,2.0,19.0,7.0,mensual,0,,1
41,estandar,tarjeta_debito,1.0,25.0,9.0,mensual,1,referido,0
38,basico,transferencia_bancaria,0.0,16.0,10.0,mensual,1,web,0
21,estandar,,2.0,,9.0,mensual,2,redes_sociales,0
5,estandar,tarjeta_credito,0.0,-1.0,3.0,mensual,2,referido,0
4,premium,,2.0,0.0,2.0,mensual,2,referido,0
54,estandar,efectivo,3.0,3.0,10.0,anual,2,web,0
15,basico,,0.0,23.0,6.0,mensual,1,,1
54,estandar,transferencia_bancaria,3.0,5.0,6.0,mensual,2,web,0
13,estandar,transferencia_bancaria,3.0,22.0,1.0,mensual,2,redes_sociales,0
43,estandar,,2.0,20.0,0.0,mensual,1,redes_sociales,1
18,estandar,tarjeta_debito,1.0,17.0,5.0,mensual,10,call_center,0
47,basico,,0.0,17.0,3.0,mensual,1,,1
36,basico,tarjeta_debito,2.0,50.0,9.0,anual,2,call_center,0
55,estandar,tarjeta_debito,2.0,12.0,10.0,mensual,0,referido,0
18,estandar,efectivo,3.0,11.0,7.0,mensual,2,redes_sociales,0
16,premium,efectivo,2.0,17.0,9.0,mensual,2,web,0
59,premium,efectivo,3.0,1.0,5.0,mensual,2,call_center,1
17,basico,tarjeta_credito,1.0,27.0,45.0,anual,2,web,0
150,basico,tarjeta_debito,1.0,20.0,8.0,anual,0,referido,0
20,premium,efectivo,2.0,27.0,2.0,anual,0,web,0
35,premium,transferencia_bancaria,,24.0,6.0,anual,1,referido,0
49,basico,EFECTIVO,1.0,16.0,5.0,mensual,3,redes_sociales,0
30,premium,tarjeta_debito,3.0,7.0,1.0,mensual,3,,0
43,basico,transferencia_bancaria,1.0,4.0,6.0,anual,15,referido,1
120,estandar,efectivo,2.0,12.0,8.0,mensual,3,,1
120,estandar,tarjeta_debito,1.0,,1.0,mensual,2,call_center,0
52,estandar,tarjeta_credito,1.0,3.0,2.0,mensual,1,web,0
30,basico,efectivo,0.0,19.0,8.0,anual,10,redes_sociales,0
50,premium,efectivo,0.0,21.0,71.0,mensual,2,referido,0
120,estandar,tarjeta_credito,1.0,20.0,1.0,anual,3,,0
31,estandar,tarjeta_credito,2.0,30.0,0.0,anual,3,redes_sociales,0
120,estandar,tarjeta_debito,3.0,10.0,32.0,mensual,0,referido,0
6,estandar,efectivo,0.0,11.0,9.0,mensual,0,referido,0
48,premium,tarjeta_credito,3.0,24.0,8.0,anual,2,redes_sociales,0
48,estandar,tarjeta_credito,,8.0,,mensual,1,redes_sociales,0
52,estandar,transferencia_bancaria,0.0,3.0,6.0,mensual,3,referido,0
46,estandar,transferencia_bancaria,,-1.0,7.0,mensual,3,referido,1
4,premium,efectivo,3.0,14.0,,mensual,0,,0
15,basico,tarjeta_credito,1.0,30.0,6.0,mensual,2,redes_sociales,0
53,estandar,transferencia_bancaria,0.0,26.0,3.0,mensual,2,web,0
42,basico,tarjeta_debito,0.0,0.0,2.0,mensual,1,web,0
57,premium,efectivo,20.0,12.0,5.0,mensual,1,redes_sociales,0
57,estandar,tarjeta_credito,-1.0,6.0,10.0,mensual,2,call_center,1
46,premium,,3.0,,1.0,mensual,1,web,1
0,estandar,tarjeta_debito,0.0,23.0,2.0,anual,3,redes_sociales,0
7,basico,efectivo,,8.0,6.0,anual,1,redes_sociales,1
51,basico,transferencia_bancaria,0.0,3.0,9.0,anual,2,,0
27,estandar,tarjeta_credito,2.0,22.0,5.0,mensual,1,redes_sociales,0
9,estandar,efectivo,3.0,4.0,4.0,anual,0,referido,1
48,estandar,tarjeta_debito,1.0,,9.0,mensual,1,redes_sociales,0
24,premium,,1.0,20.0,1.0,anual,3,web,0
36,estandar,tarjeta_credito,0.0,1.0,3.0,mensual,3,web,1
13,estandar,tarjeta_debito,0.0,1.0,4.0,mensual,1,referido,0
12,basico,tarjeta_debito,2.0,7.0,0.0,mensual,2,referido,0
20,premium,tarjeta_debito,2.0,10.0,0.0,anual,2,redes_sociales,0
34,basico,efectivo,0.0,24.0,1.0,anual,0,,0
10,basico,tarjeta_debito,2.0,,4.0,mensual,2,web,1
41,basico,transferencia_bancaria,1.0,8.0,7.0,anual,1,call_center,0
4,premium,tarjeta_credito,0.0,-5.0,9.0,mensual,1,redes_sociales,0
38,estandar,tarjeta_credito,3.0,16.0,,mensual,1,call_center,0
29,basico,tarjeta_debito,20.0,12.0,0.0,mensual,1,redes_sociales,0
7,estandar,,,18.0,7.0,mensual,0,web,0
24,premium,tarjeta_credito,1.0,1.0,1.0,mensual,1,referido,0
40,basico,tarjeta_credito,2.0,1.0,0.0,mensual,2,redes_sociales,1
48,basico,transferencia_bancaria,1.0,26.0,3.0,mensual,3,referido,0
11,basico,efectivo,2.0,-5.0,1.0,mensual,1,web,0
51,basico,,3.0,25.0,8.0,mensual,2,redes_sociales,1
51,basico,tarjeta_credito,3.0,16.0,0.0,anual,1,redes_sociales,0
26,estandar,efectivo,0.0,24.0,3.0,mensual,2,referido,0
58,estandar,tarjeta_debito,0.0,,2.0,mensual,3,web,0
6,basico,tarjeta_debito,2.0,7.0,4.0,mensual,3,call_center,0
40,estandar,,0.0,9.0,71.0,anual,0,referido,0
28,estandar,transferencia_bancaria,1.0,25.0,8.0,mensual,0,call_center,1
30,estandar,tarjeta_debito,20.0,26.0,5.0,mensual,3,,0
0,estandar,efectivo,,5.0,1.0,mensual,0,web,1
1,estandar,tarjeta_credito,3.0,28.0,4.0,mensual,2,referido,0
120,estandar,transferencia_bancaria,0.0,9.0,0.0,mensual,3,call_center,0
21,vip,efectivo,3.0,19.0,,mensual,0,web,1
11,basico,tarjeta_debito,3.0,0.0,8.0,mensual,0,redes_sociales,1
15,premium,transferencia_bancaria,1.0,4.0,8.0,mensual,0,redes_sociales,1
41,vip,transferencia_bancaria,2.0,22.0,10.0,mensual,1,redes_sociales,0
60,basico,tarjeta_debito,3.0,5.0,8.0,mensual,0,web,0
0,estandar,,0.0,0.0,7.0,mensual,0,,0
48,estandar,efectivo,2.0,15.0,6.0,mensual,2,web,1
32,basico,efectivo,1.0,22.0,6.0,mensual,0,call_center,0
41,estandar,tarjeta_debito,1.0,11.0,8.0,anual,2,,0
21,estandar,efectivo,0.0,25.0,8.0,mensual,0,referido,0
20,estandar,transferencia_bancaria,1.0,9.0,9.0,anual,1,referido,0
52,basico,tarjeta_credito,1.0,1.0,2.0,anual,3,redes_sociales,0
40,estandar,,3.0,18.0,10.0,mensual,3,redes_sociales,0
5,estandar,tarjeta_credito,0.0,27.0,5.0,anual,1,call_center,0
18,premium,,2.0,7.0,1.0,mensual,0,redes_sociales,0
44,basico,,1.0,23.0,,mensual,3,redes_sociales,0
47,basico,tarjeta_credito,,0.0,,anual,3,web,1
7,basico,tarjeta_credito,0.0,16.0,5.0,mensual,2,referido,0
23,estandar,tarjeta_debito,3.0,8.0,5.0,mensual,1,redes_sociales,0
17,premium,transferencia_bancaria,2.0,50.0,7.0,anual,3,call_center,1
11,estandar,transferencia_bancaria,15.0,6.0,,anual,2,web,0
34,estandar,transferencia_bancaria,1.0,20.0,8.0,mensual,1,,1
51,premium,efectivo,0.0,,6.0,mensual,2,redes_sociales,0
48,basico,efectivo,1.0,,,mensual,0,call_center,1
21,estandar,tarjeta_credito,2.0,4.0,37.0,mensual,1,call_center,0
19,premium,tarjeta_credito,1.0,16.0,3.0,mensual,1,redes_sociales,1
41,estandar,efectivo,0.0,20.0,1.0,anual,0,web,0
50,estandar,transferencia_bancaria,2.0,25.0,2.0,mensual,3,call_center,1
44,basico,tarjeta_credito,3.0,11.0,7.0,mensual,1,call_center,0
12,premium,tarjeta_debito,3.0,7.0,4.0,mensual,-1,call_center,1
40,premium,transferencia_bancaria,,7.0,8.0,anual,1,redes_sociales,0
30,estandar,transferencia_bancaria,3.0,15.0,4.0,anual,0,web,0
19,basico,efectivo,1.0,29.0,1.0,mensual,1,referido,0
29,premium,efectivo,,21.0,5.0,mensual,2,web,0
14,estandar,transferencia_bancaria,2.0,20.0,7.0,mensual,3,web,1
30,estandar,tarjeta_debito,2.0,26.0,0.0,mensual,1,,0
2,premium,transferencia_bancaria,1.0,24.0,7.0,anual,3,redes_sociales,0
37,estandar,tarjeta_credito,1.0,7.0,0.0,anual,0,web,0
9,premium,efectivo,2.0,16.0,6.0,mensual,2,referido,1
32,basico,tarjeta_debito,1.0,1.0,10.0,anual,2,redes_sociales,0
6,basico,efectivo,,,4.0,mensual,0,call_center,1
3,estandar,tarjeta_debito,2.0,12.0,1.0,mensual,1,redes_sociales,0
32,basico,,3.0,5.0,9.0,mensual,0,call_center,0
10,basico,transferencia_bancaria,3.0,,10.0,mensual,1,call_center,1
57,premium,,0.0,26.0,0.0,anual,2,web,0
50,estandar,efectivo,0.0,23.0,4.0,mensual,0,referido,0
17,estandar,efectivo,1.0,,0.0,anual,2,call_center,1
2,basico,tarjeta_credito,1.0,10.0,4.0,anual,1,redes_sociales,0
59,estandar,transferencia_bancaria,1.0,4.0,6.0,anual,0,call_center,1
30,premium,transferencia_bancaria,0.0,10.0,3.0,mensual,0,redes_sociales,0
21,estandar,tarjeta_credito,2.0,17.0,4.0,mensual,2,referido,0
44,estandar,tarjeta_debito,3.0,19.0,5.0,mensual,1,redes_sociales,0
55,estandar,tarjeta_debito,0.0,12.0,3.0,anual,2,redes_sociales,0
18,estandar,efectivo,2.0,26.0,8.0,anual,3,web,0
120,estandar,tarjeta_debito,,19.0,0.0,mensual,2,referido,0
15,premium,efectivo,2.0,18.0,9.0,mensual,2,web,1
7,premium,tarjeta_credito,3.0,18.0,0.0,anual,3,web,0
6,premium,efectivo,0.0,15.0,7.0,anual,0,referido,0
3,estandar,tarjeta_credito,2.0,2.0,29.0,mensual,2,call_center,1
33,estandar,transferencia_bancaria,1.0,8.0,2.0,mensual,3,call_center,1
41,estandar,transferencia_bancaria,,20.0,81.0,mensual,3,web,0
150,premium,tarjeta_debito,2.0,11.0,6.0,anual,2,call_center,0
9,estandar,,0.0,2.0,2.0,mensual,3,web,0
54,premium,tarjeta_debito,1.0,7.0,6.0,mensual,1,referido,0
5,premium,,2.0,-5.0,23.0,mensual,1,web,0
44,estandar,tarjeta_debito,1.0,-1.0,1.0,mensual,0,referido,0
46,estandar,tarjeta_debito,0.0,25.0,1.0,mensual,1,redes_sociales,0
32,estandar,transferencia_bancaria,0.0,19.0,7.0,anual,1,call_center,0
12,estandar,efectivo,2.0,,2.0,mensual,3,referido,0
5,basico,transferencia_bancaria,3.0,29.0,,mensual,3,call_center,0
54,basico,transferencia_bancaria,0.0,19.0,0.0,mensual,1,redes_sociales,0
24,premium,tarjeta_credito,3.0,2.0,8.0,anual,15,,0
24,basico,transferencia_bancaria,0.0,13.0,7.0,anual,2,redes_sociales,0
15,premium,transferencia_bancaria,2.0,4.0,,mensual,3,call_center,1
7,premium,tarjeta_debito,1.0,27.0,3.0,anual,0,call_center,0
21,estandar,,2.0,,,mensual,1,call_center,0
33,premium,efectivo,0.0,-1.0,9.0,anual,0,redes_sociales,0
-1,estandar,efectivo,2.0,9.0,1.0,mensual,3,redes_sociales,1
-1,estandar,tarjeta_credito,0.0,21.0,1.0,mensual,2,call_center,0
29,basico,,0.0,18.0,2.0,mensual,0,,0
25,estandar,transferencia_bancaria,1.0,21.0,4.0,mensual,3,call_center,1
23,estandar,transferencia_bancaria,1.0,13.0,7.0,anual,3,call_center,0
52,basico,tarjeta_credito,,9.0,1.0,mensual,0,redes_sociales,0
43,basico,tarjeta_debito,3.0,23.0,2.0,mensual,3,redes_sociales,0
47,estandar,tarjeta_credito,,24.0,0.0,mensual,1,call_center,0
60,basico,,2.0,20.0,9.0,mensual,0,web,0
1,estandar,tarjeta_debito,0.0,,9.0,mensual,1,call_center,0
13,basico,efectivo,0.0,7.0,8.0,mensual,3,call_center,0
150,premium,transferencia_bancaria,2.0,4.0,6.0,mensual,1,web,0
37,premium,transferencia_bancaria,0.0,30.0,8.0,mensual,2,call_center,0
16,basico,efectivo,2.0,22.0,7.0,mensual,3,,0
39,premium,tarjeta_debito,3.0,19.0,8.0,mensual,3,redes_sociales,0
36,estandar,tarjeta_debito,3.0,30.0,3.0,anual,2,web,0
10,premium,efectivo,1.0,22.0,6.0,mensual,3,web,0
18,premium,tarjeta_debito,1.0,4.0,4.0,mensual,2,web,1
48,basico,efectivo,2.0,26.0,0.0,mensual,3,,0
14,estandar,tarjeta_credito,1.0,28.0,1.0,mensual,0,web,0
55,estandar,,3.0,26.0,10.0,mensual,2,,0
4,premium,tarjeta_debito,1.0,2.0,3.0,mensual,3,web,0
45,estandar,,2.0,16.0,10.0,mensual,2,call_center,0
54,estandar,tarjeta_credito,3.0,23.0,3.0,anual,1,call_center,0
23,estandar,transferencia_bancaria,2.0,12.0,7.0,mensual,2,redes_sociales,0
41,estandar,tarjeta_debito,1.0,28.0,0.0,anual,1,call_center,0
46,basico,tarjeta_debito,1.0,0.0,3.0,mensual,0,call_center,0
12,estandar,tarjeta_debito,2.0,7.0,0.0,mensual,2,referido,0
15,estandar,tarjeta_debito,1.0,5.0,0.0,mensual,0,referido,0
27,estandar,tarjeta_credito,1.0,25.0,0.0,mensual,1,redes_sociales,0
12,premium,transferencia_bancaria,3.0,20.0,12.0,mensual,1,redes_sociales,0
56,premium,efectivo,1.0,4.0,84.0,anual,2,web,0
6,estandar,tarjeta_credito,15.0,25.0,4.0,anual,3,web,0
58,estandar,tarjeta_credito,0.0,6.0,3.0,mensual,1,redes_sociales,0
38,basico,efectivo,2.0,25.0,5.0,mensual,1,redes_sociales,0
55,premium,transferencia_bancaria,3.0,,1.0,anual,0,call_center,0
60,premium,efectivo,,6.0,6.0,mensual,3,call_center,0
12,premium,transferencia_bancaria,3.0,-5.0,1.0,mensual,1,referido,0
52,estandar,efectivo,0.0,,,anual,2,web,0
11,premium,,2.0,,5.0,anual,3,redes_sociales,1
10,basico,tarjeta_debito,0.0,4.0,7.0,mensual,0,web,0
45,premium,transferencia_bancaria,1.0,8.0,8.0,mensual,1,referido,0
30,basico,tarjeta_debito,0.0,4.0,2.0,mensual,2,web,0
40,estandar,transferencia_bancaria,2.0,17.0,0.0,mensual,2,web,1
39,estandar,efectivo,,,9.0,mensual,2,redes_sociales,0
11,premium,efectivo,0.0,26.0,1.0,mensual,2,web,0
17,basico,efectivo,2.0,13.0,6.0,mensual,3,,1
37,estandar,transferencia_bancaria,1.0,6.0,4.0,mensual,0,web,0
52,premium,tarjeta_credito,3.0,29.0,8.0,anual,1,referido,0
41,estandar,tarjeta_credito,3.0,23.0,9.0,mensual,0,,0
46,premium,transferencia_bancaria,3.0,10.0,1.0,mensual,1,web,1
15,basico,efectivo,2.0,9.0,3.0,mensual,0,web,0
50,premium,tarjeta_credito,3.0,10.0,2.0,mensual,2,referido,0
50,basico,tarjeta_debito,2.0,11.0,3.0,anual,3,referido,0
58,basico,transferencia_bancaria,0.0,15.0,8.0,anual,1,call_center,0
32,estandar,EFECTIVO,3.0,,9.0,mensual,0,redes_sociales,0
44,basico,tarjeta_debito,3.0,13.0,9.0,mensual,1,referido,0
23,basico,transferencia_bancaria,3.0,50.0,10.0,mensual,1,web,1
31,estandar,tarjeta_credito,2.0,,7.0,anual,3,web,0
43,estandar,efectivo,2.0,27.0,,anual,3,call_center,0
23,estandar,tarjeta_credito,2.0,21.0,4.0,mensual,2,call_center,0
7,estandar,tarjeta_debito,,4.0,10.0,anual,3,call_center,0
51,estandar,tarjeta_credito,3.0,9.0,5.0,mensual,3,referido,1
15,basico,tarjeta_credito,1.0,4.0,,mensual,3,redes_sociales,0
42,estandar,efectivo,0.0,24.0,,mensual,2,redes_sociales,0
12,estandar,tarjeta_credito,2.0,19.0,,anual,0,,0
15,estandar,tarjeta_debito,2.0,23.0,63.0,anual,2,web,0
38,estandar,efectivo,20.0,,9.0,mensual,2,referido,0
24,estandar,tarjeta_debito,1.0,2.0,5.0,mensual,1,web,0
26,estandar,transferencia_bancaria,2.0,26.0,6.0,mensual,0,referido,1
